Vessel name,Bandeira,Total embarked,Total disembarked,Percent men,Percent women,Mortality rate,Middle passage,Captain's name
King Solomon,Great Britain,341,295,,,,,"Traherne, Joseph"
Indian King,Great Britain,225,180,,,,,"Thomas, Benjamin"
Betty Gally,Great Britain,247,198,,,,,"Mellish, John"
Princess Gally,Great Britain,146,125,,,,,"Plumb, Abraham"
Whidah,Great Britain,517,500,,,0.032882012,52,"Prince, Lawrence"
Two Brothers,Great Britain,127,109,,,,,"Marsdon, Joseph<br/> Rathbone"
Ann,Great Britain,260,251,0.71154,0.18846,0.03,56,"Austin, Robert"
Reynolds,Great Britain,330,282,,,,,"Christian, Hugh"
Dolphin,Great Britain,341,273,,,,,"Fitchett, John"
Neptune,Great Britain,472,405,,,,,"Hill, Thomas"
Ann,Great Britain,263,225,,,,,"Smith, John"
Sarah Gally,Great Britain,292,250,,,,,"Cassells, James"
Crocodile,Great Britain,234,200,,,,,"Aubin, Phillip"
Prosperity,Great Britain,449,360,,,,,"Herbert, Thomas"
Faulcon,Great Britain,253,230,,,,,"Saunders, Samuel"
Italian Gally,Great Britain,602,500,,,,,"Clinch, William"
Molly,Great Britain,385,329,,,,,"Hunt, Henry"
Portugal,Great Britain,337,280,,,,,"Traharne, Joseph<br/> Hampton, Nicholas"
City of London,Great Britain,441,377,,,,,"Kettle, James"
Kingfisher,Great Britain,159,130,,,,,"Shields, James (a) Shildes"
Martha,Great Britain,343,300,,,0.12536,76,"Weedon, Edward"
Rebecca,Great Britain,189,162,,,,,"Jenkins, Robert"
Judith,Great Britain,260,220,,,,,"Overstall, Anthony"
Betty Gally,Great Britain,376,312,,,,,"Grosse, Thomas"
Fame Galley,Great Britain,262,221,,,,,"Dick, Mathew"
King Solomon,Great Britain,311,296,0.69595,0.16554,0.05,56,"Traherne, Joseph"
Wiltshire,Great Britain,278,223,,,,,"Herle, Digory"
Wiltshire,Great Britain,271,217,,,,,"Herle, Digory"
Margarett,Great Britain,242,220,,,,138,Henderson (a) Anderson
Wiltshire,Great Britain,261,209,,,,,Moor
Hare,Great Britain,250,200,,,,,"Griffin, Daniel"
Sarah,Great Britain,225,180,,,,,"Collingwood, James"
Squirrel,Great Britain,354,300,,,,,"Blinco, Richard"
Sarah,Great Britain,227,182,,,,,"Collingwood, James"
Hare,Great Britain,217,174,,,,,"Griffin, Daniel"
Neptune,Great Britain,342,274,,,,,"Hill, Thomas"
Ann,Great Britain,246,197,,,,,"Smith, John"
Guinea Hen,Great Britain,180,144,,,,,"Stephenson, John"
Lady Rachel,Great Britain,280,241,,,0.14,75,"Lansdell, Charles"
Margaret,Great Britain,265,205,0.53431,0.39216,0.23,76,"Anderson, William<br/> Owen, John"
John and Elizabeth,Great Britain,283,242,,,,,"Green, William"
Lady's Adventure,Great Britain,142,115,,,,,"Plaisted, Francis"
Unity,Great Britain,124,102,,,,,Leucen
Mary,Great Britain,37,30,,,,,Burnham
Ruby,Great Britain,89,79,,,,,Kidgell
Success,Great Britain,50,47,0.34091,0.40909,0.06,100,"Baugh, Richard"
Negroes Nest,Great Britain,174,154,,,,,"Boucher, Thomas"
Gaboone,Great Britain,140,120,,,,,Lone
John and Elizabeth,Great Britain,318,272,,,,,"Mackie, George<br/> Green, John"
Sarah Gally,Great Britain,415,355,,,,,"Cassells, James"
Negroes Nest,Great Britain,195,167,,,,,"Boucher, William"
Gaboone,Great Britain,225,192,,,,,"Lone, Arthur"
Hester and Jane,Great Britain,179,147,,,,,"Bond, Peter"
Byam,Great Britain,82,70,,,,,"Quenovalt, Robert<br/> Wynn"
Ruby,Great Britain,51,45,,,,,Poey
Sea Nymph,Great Britain,194,166,,,,,"Flower, Henry"
Kingfisher,Great Britain,240,197,,,,,"Houghton<br/> Murrell, James"
Gold Coast Gally,Great Britain,220,180,,,,,"Tomlinson, John"
John and Elizabeth,Great Britain,175,150,,,,,"Green, John"
Negroes Nest,Great Britain,158,140,,,,,"Boucher, William"
Three Friends,Great Britain,174,155,,,,,Mackee
London Spy,Great Britain,172,141,,,,,"Pollexsen, Robert<br/> Meeten, P"
Flying Horse,Great Britain,244,200,,,,,"Lone, Arthur"
Mary and Catherine,Great Britain,125,100,,,,,Lund
Ann and Catherine,Great Britain,140,112,,,,,"Formby, John"
Shark,Great Britain,60,49,0.63043,0.19565,0.18,86,"Whetston, John"
Sierra Leone,Great Britain,49,44,0.59091,0.20455,,,"William, Thomas<br/> Grimington, Michael<br/> Strattan"
Wiltshire,Great Britain,285,228,,,,,"Herle, Digory"
Martha,Great Britain,232,196,,,,,"Plumb, Abraham"
Loyal Samuel,Great Britain,218,193,,,,,"Lovett, John"
Flying Fish,Great Britain,187,150,,,,,"Boncherring, Edward"
Portugal Galley (a) Portingale,Great Britain,324,280,,,,,"Baker, Henry"
Wiltshire,Great Britain,333,288,,,,,"Herle, Digory"
Hunter,Great Britain,412,330,,,,,"Naylor, Samuel"
Wiltshire,Great Britain,336,290,,,,,"Herle, Digory"
John,Great Britain,225,180,,,,,"Fletcher, Benjamin"
Sarah,Great Britain,524,450,,,,,"Cassells, James D"
Ellenor,Great Britain,268,230,,,,,"Lacey, Jacob"
Hunter,Great Britain,408,350,,,,,"Naylor, Saml"
Margaret,Great Britain,238,206,,,,,"Pamphlet<br/> Grew, Michael"
Two Toms,Great Britain,146,120,,,,,"Birchall, George"
Two Toms,Great Britain,162,130,,,,157,"Lewis, Emmanuel"
Argyle,Great Britain,513,440,,,,,"Hamilton, George"
Ludlow Gally,Great Britain,272,218,,,,,"Lone, Arthur"
Flying Brigantine,Great Britain,19,17,,,,,"Smith, John"
Mary,Great Britain,75,60,,,,,"Olson, Branson<br/> Goddard, Francis"
Mediterranean,Great Britain,187,160,,,,,"Lone, Arthur"
Dorothy,Great Britain,86,76,,,,,"Thompson, William"
Craven,Great Britain,14,12,,,,,"Bigg, Edward"
Cartaret,Great Britain,46,39,,,,,"Creed, Thomas"
Exeter,Great Britain,125,95,,,,,"Lone, Richard"
Lady Rachel,Great Britain,221,192,0.79186,0.20814,0.13,67,"Lansdell, Charles"
Ruby,Great Britain,143,122,,,,,"Cragie, James"
Cape Coast Frigate,Great Britain,205,150,0.78667,0.13333,0.27,56,"Hardy, Edward<br/> Barlow, Samuel<br/> Travisa, Peter"
Diligence,Great Britain,218,215,,,0.01,45,"Rodwell, Emanuel"
Lydia,Great Britain,255,218,,,,,"Austin, Robert"
Sea Nymph,Great Britain,116,99,,,,,"Flower, Henry"
Isabella,Great Britain,115,102,,,,,"Poey, Peter"
Speaker,Great Britain,170,145,,,,,"Flower, Henry"
Molly,Great Britain,230,197,,,,43,"Carruthers, John"
Susanna,Great Britain,221,181,,,,,"Yoakley, John<br/> Cross, Benjamin"
Mary,Great Britain,341,280,,,,,"Pollixsen, Robert<br/> Lamont, Arthur"
London Frigate,Great Britain,323,309,,,0.04,,"Pickett, John (a) Pickall<br/> Thomas, John"
Betty,Great Britain,280,230,,,,,"Duncomb, Alexander"
Mary,Great Britain,128,105,,,,,"Coe, John<br/> Roberts, Nathaniel"
Princess Carolina,Great Britain,273,233,,,,,"Johnson, William"
Mermaid,Great Britain,198,176,,,,,"Wilson, William"
Hiscox,Great Britain,509,435,,,,,"Saunders, Samuel"
Judith (a) Ruby,Great Britain,200,164,,,,92,"Pearce, Jeremiah"
Speaker,Great Britain,370,316,,,,116,"Flower, Henry"
Margaret,Great Britain,331,283,,,,,"Whistler, Richard"
Kent,Great Britain,331,283,,,,,"Wheeler, Francis"
Queen Caroline,Great Britain,,,,,,,"Webb, Nicholas"
Fellows Gally,Great Britain,200,171,,,,,"Paterson, Archibald"
Laurence Frigate,Great Britain,453,394,,,0.13,65,"Dumaresque, Abraham"
City of London,Great Britain,449,384,,,,,"Kettle, James"
Cadogan,Great Britain,,,,,,,"Baugh, Richard"
Garraway Gally,Great Britain,339,290,,,,,"Stockwell, Richard"
Eaton Gally,Great Britain,264,226,,,,,"Upton, Arthur"
Mermaid,Great Britain,240,197,,,,,"Birchall, George"
Seeker,Great Britain,,,,,,,"McPheadris, Gilbert"
Wiltshire,Great Britain,315,252,0.65217,0.19565,,,"Bond, Peter"
Bellamount,Great Britain,309,264,,,,,"Eaves, George"
Sarah Gally,Great Britain,357,297,,,,,"Cassells, James D"
Amersham (a) Amsterdam,Great Britain,121,108,,,,,"Fothergill, Richard"
Dove,Great Britain,331,283,,,,,"Spackman, Joseph"
Benjamin,Great Britain,121,108,,,,,"Bedlow, Peter"
Betty Gally,Great Britain,262,218,,,,,"Grosse, Thomas"
Charming Lydia,Great Britain,240,195,,,,,"Poey, Peter"
Pheasant,Great Britain,240,197,,,,,"Shields, James"
Barbados Merchant,Great Britain,331,283,,,,,"Shannon, John"
Hunter,Great Britain,331,283,,,,,"Naylor, Samuel"
Ruby,Great Britain,131,112,,,,,"Maxwell, Robert"
Katherine Gally,Great Britain,357,297,,,,,"Blinco, Richard"
Anne Gally,Great Britain,512,452,,,0.1171875,61,"Hill, Thomas"
Clarendon,Great Britain,331,283,,,,,"Usher, John (a) Utber"
London Merchant,Great Britain,,,,,,,"Williams, Richard"
Ruby,Great Britain,172,,,,,,"Craigie, James<br/> Colwell"
John and Ann,Great Britain,99,88,,,,,"Stoneham, Thomas"
Herbert,Great Britain,331,283,,,,,"Onley, Plater"
Mary,Great Britain,331,283,,,,,"Perriman, John"
Elizabeth,Great Britain,175,150,,,,118,"Carruthers, John"
Greyhound Gally,Great Britain,331,283,,,,,"Ramsay, William"
Antelope,Great Britain,331,283,,,,,"Chandler, Thomas"
Margaret,Great Britain,331,283,,,,,"Trevisa, James"
Saint Andrew,Great Britain,97,83,,,,,"Webb, Nicholas<br/> Appleby, George"
Margaret (a) Margerett Galley,Great Britain,240,210,,,,,"Young, Hasden"
Squirrel,Great Britain,160,138,,,,,"Moore, Robert"
Sarah,Great Britain,,90,,,,,"Hogg, John"
Faulcon,Great Britain,331,283,,,,,"Saunders, Samuel"
Honest Endeavour,Great Britain,240,197,,,,,"Levett, John"
Martha,Great Britain,357,297,,,,,"Weedon, Edward"
Ruby,Great Britain,238,193,,,,,"Blizard, John"
Clapham Gally (a) Chapman,Great Britain,331,283,,,,,"Williams, Richard"
Prince Frederick,Great Britain,331,283,,,,,"Eales, James"
Princess Carolina,Great Britain,331,283,,,,,"Thompson, William"
Kings Fisher,Great Britain,240,197,,,,,"Lithgow, William"
Argyle,Great Britain,405,404,,,0.0,61,"Hamilton, George"
Kent,Great Britain,331,283,,,,108,"Wheeler, Francis"
Tryall (a) True,Great Britain,240,197,,,,,"Clarke, Robert"
Sarah and Elizabeth,Great Britain,240,197,,,,,"Sibson, John"
Susanna,Great Britain,200,171,,,,,"Davy, John Dalton"
Pelican,Great Britain,,,,,,,"Williams, William"
Crocodile,Great Britain,331,283,,,,,"Aubin, Phillip"
Finch of Manne,,121,108,,,,,"Coffin, Matthew"
Faulcon,Great Britain,261,218,,,,,"Saunders, Samuel"
Charles,Great Britain,306,262,,,,,"Brownbill, James"
Nancy,Great Britain,240,197,,,,,"Cutler, Egerton"
Gallant Schemer,,63,52,,,,94,"Birchall, George"
Scott,Great Britain,50,43,,,,,"Crawford, Hugh"
Prince Frederick,Great Britain,331,283,,,,,"Eales, James"
Betty,,331,283,,,,,"Bannerman, John"
London Frigat,Great Britain,331,283,,,,,"Mackett, Henry"
Sea Nymph,Great Britain,112,92,,,,,"Burrish, William"
Princess Amelia,Great Britain,634,542,,,,,"Fisher, Henry"
Betty Gally,Great Britain,331,283,,,,,"Grosse, Thomas"
Kent,Great Britain,331,283,,,,,"Wheeler, Francis"
Ann and Elizabeth,Great Britain,240,197,,,,,"Sibson, John"
Mary,Great Britain,240,197,,,,,"Dunning, John"
Arabella,Great Britain,331,283,,,,,"Pike, Stephen"
Finch,Great Britain,75,64,,,,,"Coffin, Matthew"
Sarah,Great Britain,331,283,,,,,"Smith, John"
Europa,Great Britain,331,283,,,,,"Tempest, John<br/> Appleby"
Charming Sally,Great Britain,121,108,,,,,"Hogg, John"
Kings Fisher,Great Britain,240,197,,,,,"Lithgow, William"
Blanch (a) Blank,Great Britain,67,55,,,,,"Davies, Ezekiel"
Fortune,Great Britain,96,85,,,,,"Boys, John"
Crocodile,Great Britain,174,156,,,,,"Aubin, Phillip"
Dolphin Snow,Great Britain,196,,,,,,"Freeman, Thomas"
Nassau,Great Britain,240,197,,,,,"Levett, John"
Nancy,Great Britain,195,160,,,,,"Cutler, Egerton"
Dove,Great Britain,290,248,,,,,"Fothergill, Richard"
Pheasant,Great Britain,240,197,,,,,"Drummond, John"
London Frigate,Great Britain,444,380,,,,,"Sutherland, John"
Faulcon,Great Britain,365,364,,,0.0,57,"Saunders, Samuel"
Pearl,Great Britain,331,283,,,,,"Thompson, William"
Girlington,Great Britain,409,303,,,0.26,,"Watts, Henry"
Pretty Betsey,Great Britain,181,155,,,,,"Boys, John"
Ann Gally,Great Britain,482,412,,,,,"Hill, Thomas"
Bonetta,Great Britain,454,388,,,,,"Comyn, Phil<br/> Masters"
London Frigate,Great Britain,386,330,,,,,"Sutherland, John"
Dove,Great Britain,331,283,,,,,"Wilson, George"
Nancy,Great Britain,240,197,,,,,"Lithgow, William"
Princess Carolina,Great Britain,211,180,,,,,"Coe, John"
Nassau,Great Britain,240,197,,,,,"Burn, David"
Betty,Great Britain,240,197,,,,,"Grosse, Thomas"
Europa,Great Britain,331,283,,,,,"Munday, Richard"
Whidah,Great Britain,331,283,,,,,"Hambly, William"
Eagle,Great Britain,240,197,,,,,"Williamson, John"
Black Prince,,158,149,,,,,"Donovan, James"
Samuel and Molly,Great Britain,316,282,,,,,"Pearson, Robert<br/> Major, John (a) Meyer<br/> Diamond"
Argyle,Great Britain,331,283,,,,,"Hamilton, George"
Defyance,Great Britain,,,,,,,"Beatson, Robert"
Pearl,Great Britain,331,283,,,,,"Thompson, William"
Polly,Great Britain,240,197,,,,,"More, Robert"
Assiento,Great Britain,331,283,,,,,"Bennett, John<br/> Watkins, Thomas"
Asia,Great Britain,338,289,,,,,"Fisher, Henry<br/> Tucker<br/> Arthur, Henry"
Betty Gally,Great Britain,319,273,,,,,"Winster, John"
Mary,Great Britain,240,197,,,,,"Drummond, J"
Young Nancy,Great Britain,331,283,,,,,"Poirier, Samuel"
Providence,Great Britain,121,108,,,,,"Mason, Robert"
Budgin,Great Britain,331,283,,,,,"Beatson, Robert"
Worsley Gally (a) Woolsey,Great Britain,320,294,0.58163,0.35714,0.08,63,"Bleau, Richard"
Oxford,Great Britain,331,283,,,,,"Graham, John<br/> Cox, John"
Poyntz,Great Britain,331,283,,,,,"Williams, Richard"
Nassau Gally,Great Britain,196,161,,,,,"Walker, William<br/> Wallis"
Marlborough,Great Britain,331,283,,,,,"Evans, Daniel"
Samuel,Great Britain,331,283,,,,,"Onley, Plater"
Girlington,Great Britain,331,283,,,,,"Watts, Henry"
Winneau,Great Britain,385,360,,,0.065,,"Bruce, John"
Sea Nymph,Great Britain,331,283,,,,,"Ashington, Thomas"
London Frigate,Great Britain,331,283,,,,,"Pickett, John (a) Piggott"
Europa,Great Britain,331,283,,,,,"Wilson, George"
Haslemere,Great Britain,240,197,,,,,"Webster, Samuel"
Young Nancy,Great Britain,331,283,,,,,"Poirier, Samuel"
Success,Great Britain,331,283,,,,,"Reid, Abr"
Friendship,Great Britain,240,197,,,,,"Wilson, William<br/> Herbert"
Falcon,Great Britain,316,282,,,,,"Young, Hasden"
Nassau,Great Britain,240,197,,,,,"Burn, David"
Mary,Great Britain,104,85,,,,,"Roberts, Nathaniel"
Griffin,Great Britain,274,234,,,,,"Sutherland, John"
Adventure,Great Britain,102,92,,,,,"Sidey, John"
Edinburgh,Great Britain,331,283,,,,,"Cox, John<br/> Mead, Thomas"
Expedition,Great Britain,190,90,,,0.53,,"Bruce, James"
Triton,Great Britain,240,197,,,,,"Appleby, George"
Richard and Julian,Great Britain,331,283,,,,,"Talbot, Clare"
Molly,Great Britain,440,400,,,,,"Carruthers, John"
Speaker,Great Britain,550,438,,,0.2,,"Turner, Lewis<br/> Flower, Henry"
Speaker (a) Speke Gally,Great Britain,336,306,,,,,"Flower, Henry"
King Solomon,Great Britain,300,251,,,0.16,92,"Traherne, Joseph"
Dove,Great Britain,237,190,,,,,"Cuming, Robert"
Chandos,Great Britain,500,465,0.48602,0.18065,0.07,66,"Levett, John"
Diligence,Great Britain,50,44,0.84,0.08,,,"Rodwell, Emmanuel"
Great Caesar,Great Britain,237,190,,,,,
Oswego,Great Britain,325,278,,,,,"Crump, George<br/> Cumming, Henry"
Charming Sally,Great Britain,200,163,,,,46,"Curlett, Thomas"
Trueman,Great Britain,210,200,,,0.05,,"Urquhart, Alexander"
Squirrel,Great Britain,370,320,,,,,"Blinkoe, Richard"
Neptune,Great Britain,237,190,,,,,"Hill, Thomas"
Charles,Great Britain,237,190,,,,,"Mudge, William"
John and Samuel,Great Britain,,,,,,,"Youron, John"
 ,Great Britain,169,,,,,,Turnbull
Ann,Great Britain,237,190,,,,,"Weedon, Edward"
Sarah Gally,Great Britain,271,217,,,,,"Cassells, James"
Charles,Great Britain,237,190,,,,,"Mudge, William"
Tuscan Gally,Great Britain,271,217,,,,,"Innis, Alexander"
Ruby,Great Britain,271,217,,,,,"Pearce, Jeremiah"
Squirrel,Great Britain,370,320,,,,74,"Blinco, Richard"
Erith,Great Britain,487,380,,,,,"Goldsborough, William"
Dolphin,Great Britain,,,,,,,"Cuming, Robert"
Sea Nymph,Great Britain,386,351,,,,,"Flower, Henry"
Princess,Great Britain,271,217,,,,,"Roberts, George"
Molly,Great Britain,271,217,,,,,"Hunt, Henry"
Judith,Great Britain,250,203,,,,,"Overstall, Anthony<br/> Summer, Richard"
London Spy,Great Britain,271,217,,,,,"Pollexsen, Robert"
Sarah,Great Britain,225,180,,,,,"Collingwood, James"
Martha,Great Britain,290,240,,,,,"Hurst, William"
 ,Great Britain,271,217,,,,,Myers
Phoenix,Great Britain,141,126,,,,,"Warner, Henry"
,Great Britain,183,165,,,0.09836066,,"Roberts, Peter"
Anne,Great Britain,272,228,,,,,"Trahern, Peter"
Russell Gally,Great Britain,237,190,,,,,Eyers
Betty Gally,Great Britain,447,395,,,,,"Grosse, Thomas"
Argyle,Great Britain,510,505,,,0.01,,"Hamilton, George"
Mary (a) Sally (a) Molly (a) Polly,Great Britain,206,169,,,,,"Dunning, John"
Essex,Great Britain,319,290,,,,,"Penkethman, John"
Europe,Great Britain,410,373,,,,,"Bound, Thomas"
Indian Queen,Great Britain,383,243,,,0.37,63,Mabbott
Rudge,Great Britain,277,245,,,,,"Williams, Francis"
Mermaid (a) Sirena,Great Britain,647,647,,,,,"Pearce, James"
Sarah Gally,Great Britain,502,347,,,,,Bloome
George,Great Britain,594,243,,,0.59,,"Malthus, William"
Arabella,Great Britain,266,208,,,,,"Hamilton, William"
Bonita,Great Britain,570,445,,,,,"Robarts, Samuel"
Bonita,Great Britain,481,438,,,,53,"West, Daniel"
Genoa Gally,Great Britain,446,357,,,,,"Dumaresque<br/> Holmes, Charles"
Providence,U.S.A.,196,174,,,,25,"Cutler, Egerton"
Providence,Great Britain,141,125,,,,,"Cutler, Egerton"
Clare Gally,Great Britain,273,,,,,,"Murrell, James"
Resolution,Great Britain,160,144,,,,,"Carruthers, John"
Betsey,Great Britain,116,90,,,,,"Barber, Robert<br/> Aird"
Distiller,Great Britain,429,350,,,,,"Smith, William"
Friends,Great Britain,25,23,,,,,"Wood, J R<br/> Wood, Richard"
Gascoyne,Great Britain,360,330,,,,,Thoburn
Grace,Great Britain,288,235,,,,,"Curry, A"
Harriot,Great Britain,277,270,,,0.03,,"Wilson, Thomas<br/> King, Thomas"
Jamaica Planter,Great Britain,298,243,,,,,"Tonkin, John<br/> Hanson"
Juliet,Great Britain,303,279,,,,89,"King, Thomas<br/> Newman, George"
Lord Germain,Great Britain,556,509,,,,,"Chalmers, William"
Lord Germain,Great Britain,506,463,,,,,"Thoburn, William"
Loretta,Great Britain,200,163,,,,,"Poultney, Robert"
Marquis de Noailles,Great Britain,359,328,,,,,"Mercer, T<br/> Webb"
Mary,Great Britain,90,80,,,,,"Dove, Michael<br/> Haycroft, Sam"
Mary,Great Britain,214,197,,,,,"Wilson, D<br/> Snowbull"
Meredith,Great Britain,367,313,,,,,"Crump, George"
Nancy,Great Britain,119,93,,,,,"Strong, Thomas"
Nancy,Great Britain,102,92,,,,,"Anderson, Archibald"
Nancy,Great Britain,113,105,,,,,"Morson, A<br/> Morrison, J"
Nancy,Great Britain,113,105,,,,,"Hicks, Edward"
Neptune,Great Britain,230,197,,,,,"Smith, John"
Neptune,Great Britain,114,106,,,,,"Hall, Abraham"
Neptune,Great Britain,214,197,,,,,"Smith, Jn<br/> Dawley, Daniel"
Neptune,Great Britain,214,197,,,,,"Brown, Aitkin"
Neptune,Great Britain,359,328,,,,,"Wilson, David"
O'Hara,Great Britain,83,65,,,,,"Lancquen, John"
O'Hara,Great Britain,210,195,,,,,"Spence, John"
Peggy,Great Britain,230,197,,,,,"Martin, Robert"
Pembroke,Great Britain,284,232,,,,,"Taylor, Wm<br/> Coleman, Jn"
Penelope,Great Britain,210,195,,,,,"Spence, J"
Penge,Great Britain,140,150,,,,38,"Taylor, James"
Peter,Great Britain,233,215,,,,,"Cleiland, George"
Pitt,Great Britain,169,150,,,,,"Rouett, John"
Polly,Great Britain,214,198,,,,,"Reilly, John<br/> Davidson, William"
Polly,Great Britain,119,93,,,,,"Rennie, William<br/> Ryan"
Polly,Great Britain,214,197,,,,,"Cornwall, Thomas<br/> Kinghorn, John"
Providence,Great Britain,162,132,,,,,"Davis, Thomas"
Providence,Great Britain,152,130,,,,,"Griffiths, E<br/> Aynstie, Robt"
Rebecca,Great Britain,92,72,,,,,"Wilcock, Ja"
Ruby,Great Britain,480,392,,,,,"Gray, William<br/> Pine<br/> Paterson, Walkins"
Russel,Great Britain,359,328,,,,,"Bowen, James"
Saint George,Great Britain,500,458,,,,,"Moore, William"
Sally,Great Britain,273,236,,,,,"Barton, John"
Sally,Great Britain,83,65,,,,,"Dove, M"
Scorpion,Great Britain,387,288,,,0.26,,"Willis, Thomas<br/> Boyd"
Squirrel,Great Britain,169,150,,,,,"Fisher, Thomas"
Swift,Great Britain,120,93,,,,,"Goodwin, R"
Simond,Great Britain,400,394,,,0.01,,"MacIntosh, William"
Thames,Great Britain,279,240,,,0.14,105,"Clarke, Peleg"
Tryal,Great Britain,169,150,,,,,"Wilkinson, Mathew"
Two Sisters,Great Britain,6,5,,,,,"Banning, Jeremiah"
Ulysses,Great Britain,,,,,,,"Lyttleton, William"
Union,Great Britain,234,200,,,,,"Cowie, Robert"
Venus,Great Britain,352,287,,,,,"Smith, Jeremiah"
Venus,Great Britain,359,328,,,,,"Smith, Jeremiah"
Venus,Great Britain,321,311,,,0.03,,"Smith, George<br/> King, Thomas"
William and Mary,Great Britain,75,64,,,,,"Baird, James"
Woodmanstone,Great Britain,89,73,,,,,"Miller, Joseph"
Woodmanstone,Great Britain,120,110,,,0.08,69,"Mason, Benjamin"
Woortmans,Great Britain,292,250,,,,,"Fox, Jn<br/> Wyat"
William,Great Britain,40,35,,,,,"Hosken, William"
Kitty,Great Britain,83,65,,,,,Hall
Good Hope,Great Britain,180,154,,,,,"Bray, Henry"
Mary,Great Britain,143,,,,,,"Dundass, Alexander"
Enterprize,Great Britain,83,65,,,,,"Forrest, Robert"
Saint Paul,Great Britain,150,133,,,,,"James, Tubley"
Tryall,Great Britain,169,150,,,,,"Stevenson, John"
Good Hope,Great Britain,200,177,,,,,"Bray, Henry"
Saint Andrew,Great Britain,306,250,0.30952,0.34524,,,"Hood, Alexander"
Carlisle,Great Britain,80,68,,,,,"Osborne, Thomas"
Enterprize,Great Britain,83,65,,,,,"Forrest, Robert"
Ellinor (a) Eleanor,Great Britain,109,97,,,,,"Darvill, Richard"
Sim,Great Britain,330,302,,,,,"Smith, Thomas"
Indian Queen,Great Britain,359,294,,,,,"Poirier, Samuel"
Flying Hamborough,Great Britain,273,236,,,,,"Bonell, John Dodd"
Race Horse,Great Britain,250,208,,,,,"Barwell, David"
Cockburn,Great Britain,273,236,,,,,
Triton,Great Britain,230,143,,,0.38,118,"Johnson, Samuel"
Martha,Great Britain,331,283,,,,,"Weedon, Edward"
Apollo,Great Britain,352,287,,,,,"Muir, John"
Betty Gally,Great Britain,331,283,,,,,"Webster, Thomas"
Black Prince,Great Britain,240,197,,,,,"Barton, John<br/> Bruce, John"
Ann Gally,Great Britain,331,283,,,,,"Ebsworthy, Thomas"
Friendship,Great Britain,,,,,,,"Wilson, William"
Cruizer,Great Britain,220,196,,,0.11,,"Strangeways, Henry"
Writtle Merchant,Great Britain,240,197,,,,,"Gunnings, Thomas"
Garlington,Great Britain,330,311,,,0.06,,"Bristoll, Joseph"
London Frigate,Great Britain,331,283,,,,,"Pickett, John"
Speaker Gally,Great Britain,331,283,,,,,"Gibson, John"
Betty,Great Britain,200,,,,,,"Duncomb, Alexander"
Saint Fernando,Great Britain,174,154,,,,,"Lamont, Archibald<br/> Paterson"
Nassau,Great Britain,240,197,,,,,"Bruce, James"
Mary,Great Britain,331,,,,,,"Roberts, Nathaniel"
Defence,Great Britain,331,283,,,,,"Bonham, Henry"
Queen of Hungary,Great Britain,331,283,,,,,"Fox, George<br/> Blackburn, William"
Jupiter,Great Britain,,,,,,,"Grosse, Thomas"
Nassau,Great Britain,335,275,,,,,"Wilson, William"
Ferrett,Great Britain,115,103,,,,,"Jarrett, John"
Blandford,Great Britain,468,400,,,,,"Brackenridge, John"
Expedition,Great Britain,121,108,,,,,"Strangeways, James"
Mary,Great Britain,113,101,,,,,"Clapham, William"
Black Prince,Great Britain,292,250,,,,,"Norrie, John<br/> Jennings, Robt<br/> Cleveland"
James Gally,Great Britain,608,520,,,,,"Pickett, John"
Anne,Great Britain,240,197,,,,,"Steuart, James"
Allen and Agnes,Great Britain,331,283,,,,,"Duncombe, David"
Farmer,Great Britain,339,290,,,,,"Strangeways, Henry"
Peggy,Great Britain,331,283,,,,,"Fox, Anthony"
Norwich Merchant,Great Britain,240,197,,,,,"Sidey, John"
African,Great Britain,130,111,,,,,"Mauger, John"
Annapolis,Great Britain,240,197,,,,,"Cleveland, Will"
Kouli Kan,Great Britain,420,380,,,0.1,,"Bonham, Henry"
Charming Judith,Great Britain,,,,,,,"Gee, John"
Adventure,Great Britain,349,285,,,,,"Pickett, John"
Saint Andrew (a) San Andres,Great Britain,409,400,,,0.02,,"Atkinson, Thos<br/> Patron, Juan Bautista"
Flying Hamborough,Great Britain,352,287,,,,,"Bonell, John Dodd"
Prince Edward,Great Britain,230,197,,,,,"Douglas, Robert"
Prince George,Great Britain,368,300,,,,,"Bostock, Peter"
Christiana,Great Britain,,,,,,,"Dick, William"
Merchant's Adventure,Great Britain,196,160,,,,,"Poirier, Samuel"
Prince of Wales,Great Britain,21,17,,,,55,"Jubber, Robert"
Robert,Great Britain,68,60,,,,,"Birchall, James<br/> Postlethwaite, Thomas"
Hunter,Great Britain,94,85,,,,,"Ogilivie, Thomas"
Forrester,Great Britain,230,197,,,,,"Newson, Wm"
Westmoreland,Great Britain,230,197,,,,,"Norrie, John<br/> Wyatt, Francis"
Terrible,Great Britain,89,73,,,,,"Wright, Joseph"
Earl of Halifax,Great Britain,112,91,,,,,"Thompson, Daniel<br/> Fish, Thomas"
Kouli Kan,Great Britain,490,400,,,,,"Bonham, Henry"
New Parham,Great Britain,352,287,,,,,"Davis, James"
Albinia,Great Britain,218,178,,,,69,"Gilbert, John"
Prince George,Great Britain,331,270,,,,,"Bostock, Peter"
New Gloucester,Great Britain,352,287,,,,,"Gorman, John"
Honorable Friends,Great Britain,,,,,,,"Nichols, Hen"
Polly,Great Britain,352,288,,,,,"Young, Henry"
